Age_Group,Gender,City_Type,Region,Occupation,Education,Income,Last_Purchase,Yearly_Purchases,Annual_Spend,Western_Frequency,Primary_Channel,Style,Fitness,Top_Factor,Occasion,Product_Interest,Bundle_Interest,Avg_Price,Too_Cheap,Acceptable,Too_Expensive,Trendiness,Quality_Pref,Identity_Expression,Peer_Influence,Aspirational,New_Brand_Open,Sustainability,COD_Preference,Concern,Loyalty_Offer,Brand,Switch_Reason,Discount_Type,Purchase_Intent
50+,Prefer not to say,Tier-2,Central,Business,Diploma,>1L,3-6m,13-20,30-60k,Monthly,Amazon,Formal,3-4x,Trend,Daily,Cargo,No,2000-4000,1200-1500,2000-3000,>4000,1,2,2,4,3,1,5,Always,Delivery,Early Access,Zara,Price,B2G1,None
50+,Male,Metro,West,Freelancer,School,15-30k,<7d,13-20,15-30k,Monthly,Offline,Casual,Daily,Brand,Sale,Co-ord,Yes,2000-4000,600-900,1300-2000,>6000,2,2,4,1,3,1,2,First time,Sizing,Free Gift,Bonkers,None,Free Shipping,Moderate
25–32,Non-binary,Rural,North-East,Private,Graduate,30-60k,3-6m,20+,>1L,Quarterly,Amazon,Casual,Occasional,Price,Party,Cargo,Yes,>7000,<300,3000-4000,>2000,3,5,5,1,3,2,4,First time,Delivery,Early Access,None,Fit,Bundle,High
41–50,Male,Rural,South,Private,Diploma,60k-1L,3-6m,4-6,15-30k,Quarterly,Brand,Smart,Daily,Trend,Festive,Sneakers,Yes,2000-4000,300-600,2000-3000,>2000,5,4,5,2,3,3,2,Always,No online,None,Uniqlo,Service,Welcome,Neutral
Under 18,Prefer not to say,Tier-3,South,Student,Diploma,<15k,8-30d,13-20,>1L,Monthly,Brand,Ethnic,3-4x,Brand,Daily,Cargo,Yes,1000-2000,600-900,500-800,>1500,2,4,5,3,5,4,3,No preference,Sizing,Points,Roadster,Fit,B2G1,Moderate
18–24,Non-binary,Rural,East,Unemployed,School,30-60k,1-3m,7-12,30-60k,Weekly,Myntra,Formal,Daily,Sustainability,None,Cargo,Yes,1000-2000,900-1200,3000-4000,>6000,4,3,3,2,1,1,2,No preference,Sizing,Referral,Zara,Trend,Flat,High
33–40,Prefer not to say,Rural,East,Private,School,30-60k,3-6m,13-20,5-15k,Rare,Offline,Smart,3-4x,Comfort,College,Accessories,Maybe,<500,300-600,2000-3000,>2000,3,3,2,1,3,1,5,No,None,Birthday,H&M,Price,Free Shipping,High
Under 18,Male,Rural,East,Student,Graduate,>1L,3-6m,7-12,15-30k,Monthly,Instagram,Ethnic,No,Quality,Party,Graphic,Maybe,500-1000,900-1200,500-800,>3000,3,2,4,2,2,1,3,No preference,Sizing,None,Roadster,Trend,Scratch,High
Under 18,Non-binary,Rural,North-East,Government,Diploma,30-60k,<7d,20+,>1L,Quarterly,Ajio,Fusion,Occasional,Quality,Party,Accessories,Maybe,4000-7000,300-600,2000-3000,>3000,2,5,2,3,4,5,4,No preference,Returns,Birthday,Local,Service,Bundle,Low
25–32,Male,Tier-3,West,Government,School,>1L,<7d,4-6,15-30k,Weekly,Amazon,Fusion,Daily,Sustainability,Daily,Graphic,No,4000-7000,1200-1500,3000-4000,>3000,3,1,5,1,3,5,2,No,Delivery,Early Access,Newme,Price,B2G1,Moderate
41–50,Prefer not to say,Tier-2,West,Government,Graduate,<15k,<7d,7-12,5-15k,Weekly,Nykaa,Ethnic,Occasional,Comfort,None,Accessories,Yes,500-1000,900-1200,500-800,>3000,3,4,3,2,3,1,3,Always,Sizing,Early Access,None,Service,Welcome,High
33–40,Prefer not to say,Tier-2,Central,Homemaker,Graduate,<15k,>6m,7-12,<5k,Weekly,Offline,Casual,Daily,Price,Sale,Graphic,No,4000-7000,300-600,2000-3000,>2000,4,5,3,4,1,1,4,First time,None,Points,None,None,Welcome,Moderate
50+,Male,Metro,North-East,Private,School,60k-1L,3-6m,13-20,>1L,Rare,Myntra,Casual,3-4x,Comfort,Daily,Graphic,Yes,4000-7000,900-1200,1300-2000,>4000,4,3,5,4,3,5,4,Always,None,Free Gift,None,Price,B2G1,Neutral
50+,Non-binary,Rural,East,Homemaker,Diploma,>1L,<7d,7-12,<5k,Rare,Nykaa,Fusion,Daily,Sustainability,Daily,Graphic,Maybe,4000-7000,600-900,500-800,>6000,5,4,2,2,5,4,2,Always,None,Points,Zara,Fit,Welcome,High
18–24,Male,Tier-3,North,Unemployed,Postgraduate,>1L,8-30d,20+,30-60k,Monthly,Amazon,Casual,Occasional,Brand,Sale,Cargo,Yes,>7000,900-1200,2000-3000,>3000,4,4,2,2,2,3,2,No,Quality,None,Bonkers,Quality,Scratch,None
33–40,Prefer not to say,Metro,Central,Private,Postgraduate,15-30k,>6m,20+,60k-1L,Monthly,Offline,Casual,Daily,Price,College,Sneakers,No,1000-2000,900-1200,1300-2000,>2000,5,5,3,3,2,4,3,Always,Delivery,Birthday,Bonkers,Recommendation,Free Shipping,High
50+,Male,Metro,North,Student,Graduate,15-30k,1-3m,20+,15-30k,Monthly,Instagram,Ethnic,Occasional,Quality,Sale,Graphic,No,1000-2000,300-600,500-800,>2000,4,3,1,1,3,3,2,No preference,None,None,None,Quality,Flat,High
18–24,Prefer not to say,Tier-2,West,Homemaker,Postgraduate,60k-1L,3-6m,13-20,>1L,Monthly,Amazon,Athleisure,Occasional,Sustainability,Daily,Sneakers,Yes,1000-2000,900-1200,2000-3000,>3000,5,5,3,2,1,2,4,Always,Returns,Referral,Zara,Price,Welcome,Moderate
41–50,Male,Tier-3,Central,Homemaker,Postgraduate,<15k,3-6m,4-6,15-30k,Quarterly,Offline,Ethnic,3-4x,Brand,Festive,Sneakers,No,500-1000,1200-1500,3000-4000,>1500,4,1,3,1,3,2,5,Always,None,Early Access,Zara,None,Welcome,Moderate
18–24,Non-binary,Tier-3,Central,Unemployed,School,NA,8-30d,13-20,30-60k,Rare,Offline,Casual,No,Sustainability,Sale,Athleisure,Maybe,2000-4000,<300,500-800,>2000,4,4,4,4,4,4,3,No,Quality,Birthday,Zara,Trend,Flat,Low
50+,Non-binary,Tier-3,South,Homemaker,Graduate,15-30k,1-3m,20+,30-60k,Weekly,Amazon,Ethnic,No,Trend,College,Athleisure,Yes,>7000,600-900,500-800,>6000,2,5,3,1,2,5,5,No,Delivery,Points,H&M,Price,Free Shipping,High
25–32,Male,Tier-2,West,Business,Diploma,30-60k,1-3m,13-20,15-30k,Quarterly,Amazon,Formal,Daily,Trend,Sale,Co-ord,Maybe,>7000,300-600,1300-2000,>6000,4,5,1,5,4,1,5,First time,Sizing,Free Gift,None,Fit,Free Shipping,Neutral
25–32,Male,Tier-2,West,Student,Graduate,<15k,>6m,20+,>1L,Monthly,Nykaa,Fusion,Occasional,Trend,Sale,Accessories,Maybe,4000-7000,900-1200,2000-3000,>1500,5,1,3,3,5,2,4,No preference,Delivery,Referral,Uniqlo,Recommendation,Free Shipping,Moderate
25–32,Non-binary,Tier-2,North-East,Government,School,NA,3-6m,1-3,5-15k,Monthly,Myntra,Athleisure,3-4x,Quality,Party,Athleisure,No,<500,900-1200,3000-4000,>2000,2,5,2,3,2,5,5,No preference,Sizing,Free Gift,Uniqlo,Trend,Scratch,Low
50+,Prefer not to say,Tier-2,Central,Student,Postgraduate,30-60k,<7d,1-3,5-15k,Quarterly,Amazon,Formal,No,Comfort,Party,Graphic,Yes,1000-2000,900-1200,1300-2000,>1500,5,4,4,1,2,5,1,First time,Sizing,Points,None,Price,Welcome,None
25–32,Non-binary,Tier-2,West,Business,Diploma,>1L,8-30d,7-12,60k-1L,Weekly,Brand,Formal,3-4x,Price,Daily,Sneakers,Maybe,>7000,600-900,500-800,>2000,4,2,4,3,5,3,3,First time,None,Points,Uniqlo,None,Welcome,None
33–40,Prefer not to say,Rural,Central,Unemployed,Graduate,<15k,8-30d,4-6,15-30k,Rare,Meesho,Casual,3-4x,Quality,Daily,Accessories,Maybe,>7000,<300,1300-2000,>2000,4,2,3,1,4,2,4,No,No online,Birthday,Bonkers,Recommendation,Free Shipping,Low
41–50,Male,Rural,North-East,Unemployed,Postgraduate,60k-1L,8-30d,1-3,15-30k,Rare,Myntra,Casual,Occasional,Brand,Sale,Co-ord,Yes,<500,1200-1500,1300-2000,>1500,5,3,4,1,3,4,2,First time,Returns,Referral,Local,Recommendation,Welcome,None
18–24,Male,Tier-3,North-East,Private,Graduate,>1L,8-30d,20+,>1L,Weekly,Brand,Formal,Daily,Brand,Festive,Athleisure,No,4000-7000,1200-1500,1300-2000,>4000,3,1,4,4,1,5,4,Always,Returns,None,Bonkers,None,Bundle,High
18–24,Prefer not to say,Metro,South,Student,Diploma,>1L,<7d,13-20,15-30k,Rare,Nykaa,Formal,Occasional,Trend,None,Cargo,Maybe,>7000,300-600,500-800,>3000,2,3,3,1,4,4,2,First time,No online,Points,None,Price,Welcome,Moderate
50+,Male,Tier-3,Central,Unemployed,Graduate,30-60k,<7d,13-20,>1L,Monthly,Amazon,Smart,No,Price,Daily,Accessories,Yes,>7000,<300,800-1300,>3000,2,2,1,3,5,4,4,Always,None,Birthday,None,Service,Scratch,Neutral
25–32,Prefer not to say,Metro,West,Homemaker,Graduate,>1L,>6m,7-12,15-30k,Monthly,Myntra,Smart,No,Trend,Sale,Co-ord,Yes,2000-4000,<300,1300-2000,>3000,4,1,3,5,5,2,1,First time,Quality,Points,H&M,Fit,Free Shipping,None
25–32,Female,Tier-2,West,Unemployed,Graduate,15-30k,3-6m,13-20,30-60k,Monthly,Instagram,Fusion,3-4x,Brand,Sale,Graphic,Maybe,<500,600-900,800-1300,>1500,2,5,2,2,5,4,3,No,Sizing,Birthday,Roadster,Fit,B2G1,High
Under 18,Non-binary,Metro,Central,Unemployed,Postgraduate,<15k,<7d,1-3,<5k,Monthly,Amazon,Formal,Occasional,Brand,None,Accessories,Maybe,4000-7000,900-1200,3000-4000,>2000,5,5,5,3,2,4,5,No preference,No online,Free Gift,None,None,Free Shipping,Moderate
41–50,Female,Tier-3,Central,Unemployed,Diploma,15-30k,>6m,13-20,15-30k,Weekly,Offline,Ethnic,Occasional,Comfort,Sale,Sneakers,Maybe,4000-7000,<300,3000-4000,>2000,4,4,1,5,3,1,4,Always,Returns,Birthday,None,Quality,B2G1,High
33–40,Prefer not to say,Tier-3,Central,Unemployed,Diploma,30-60k,1-3m,1-3,<5k,Rare,Amazon,Athleisure,3-4x,Comfort,None,Graphic,No,1000-2000,900-1200,3000-4000,>6000,2,2,3,3,2,4,3,No preference,Delivery,None,Bonkers,Service,Welcome,High
18–24,Non-binary,Metro,East,Government,Postgraduate,NA,3-6m,1-3,5-15k,Rare,Instagram,Smart,Daily,Comfort,None,Graphic,No,2000-4000,600-900,2000-3000,>2000,1,5,1,5,2,1,3,Always,Quality,Free Gift,Roadster,None,Welcome,Moderate
Under 18,Prefer not to say,Rural,West,Government,Postgraduate,30-60k,<7d,4-6,60k-1L,Quarterly,Myntra,Casual,3-4x,Trend,Sale,Accessories,Yes,4000-7000,300-600,500-800,>4000,2,1,5,3,2,2,3,No preference,None,Early Access,Local,Trend,Scratch,None
Under 18,Non-binary,Tier-2,North-East,Private,Postgraduate,<15k,1-3m,7-12,5-15k,Weekly,Amazon,Formal,3-4x,Sustainability,Sale,Cargo,Yes,2000-4000,300-600,800-1300,>3000,5,5,4,2,5,4,3,No,Quality,Points,Roadster,Recommendation,B2G1,None
50+,Non-binary,Tier-2,West,Unemployed,School,>1L,>6m,20+,15-30k,Rare,Amazon,Ethnic,No,Price,Party,Cargo,Maybe,1000-2000,900-1200,2000-3000,>4000,2,3,4,4,4,5,3,Always,Returns,Early Access,None,Quality,Free Shipping,High
18–24,Non-binary,Tier-3,East,Student,Graduate,60k-1L,<7d,1-3,>1L,Rare,Ajio,Athleisure,Occasional,Comfort,None,Accessories,Yes,<500,900-1200,800-1300,>3000,3,3,5,4,1,4,5,First time,No online,Referral,Roadster,Fit,Flat,Low
50+,Non-binary,Rural,Central,Business,Graduate,30-60k,<7d,7-12,5-15k,Quarterly,Ajio,Ethnic,No,Quality,College,Accessories,No,>7000,<300,500-800,>1500,3,3,4,2,1,1,5,No,None,Early Access,Bonkers,Price,Flat,None
33–40,Prefer not to say,Metro,South,Private,Diploma,<15k,1-3m,20+,30-60k,Monthly,Myntra,Ethnic,3-4x,Comfort,None,Accessories,Yes,>7000,600-900,1300-2000,>4000,4,3,1,3,3,5,4,No preference,Returns,Birthday,Newme,Service,Free Shipping,High
Under 18,Non-binary,Tier-2,Central,Student,Graduate,60k-1L,<7d,13-20,<5k,Rare,Myntra,Casual,Occasional,Trend,College,Sneakers,Yes,500-1000,300-600,2000-3000,>2000,3,3,4,5,3,2,2,Always,Sizing,Birthday,Roadster,Fit,Welcome,Neutral
Under 18,Non-binary,Rural,Central,Unemployed,School,>1L,8-30d,7-12,>1L,Monthly,Offline,Smart,3-4x,Price,Sale,Athleisure,Maybe,500-1000,<300,500-800,>3000,5,4,5,1,5,3,4,No,Quality,Referral,Uniqlo,Fit,B2G1,Neutral
41–50,Female,Tier-2,East,Freelancer,Postgraduate,NA,<7d,7-12,>1L,Quarterly,Offline,Ethnic,3-4x,Comfort,Daily,Graphic,Maybe,500-1000,1200-1500,2000-3000,>6000,1,3,5,3,1,3,3,No preference,No online,Referral,Local,Service,B2G1,Low
33–40,Male,Rural,West,Unemployed,Diploma,30-60k,3-6m,7-12,15-30k,Rare,Meesho,Athleisure,Daily,Price,Festive,Accessories,No,>7000,<300,3000-4000,>4000,1,4,5,2,4,1,2,Always,Sizing,Points,Local,Fit,Free Shipping,High
Under 18,Male,Rural,Central,Government,Diploma,NA,1-3m,13-20,30-60k,Monthly,Amazon,Smart,No,Quality,Sale,Athleisure,Yes,2000-4000,900-1200,2000-3000,>1500,4,4,2,4,5,2,4,Always,Delivery,Birthday,Newme,Quality,Free Shipping,Neutral
33–40,Female,Tier-3,West,Business,Graduate,<15k,3-6m,13-20,<5k,Weekly,Brand,Fusion,No,Brand,Festive,Sneakers,Yes,500-1000,1200-1500,1300-2000,>6000,4,5,1,4,3,2,2,No,Sizing,Referral,H&M,None,Bundle,None
18–24,Female,Tier-2,North,Homemaker,Diploma,NA,>6m,7-12,30-60k,Monthly,Myntra,Casual,3-4x,Price,Party,Graphic,Yes,<500,<300,1300-2000,>1500,3,1,5,3,5,4,5,No preference,Quality,None,Uniqlo,Service,Scratch,High
25–32,Prefer not to say,Metro,North-East,Business,Postgraduate,NA,3-6m,4-6,5-15k,Monthly,Instagram,Smart,Daily,Sustainability,College,Athleisure,Maybe,4000-7000,600-900,800-1300,>3000,5,3,1,5,3,3,3,No preference,Delivery,Early Access,None,Fit,B2G1,Low
Under 18,Prefer not to say,Tier-3,West,Homemaker,Diploma,<15k,8-30d,1-3,15-30k,Monthly,Amazon,Smart,3-4x,Comfort,Party,Graphic,No,2000-4000,300-600,2000-3000,>4000,3,1,2,2,1,4,2,Always,Returns,Birthday,Local,Fit,Scratch,Low
41–50,Prefer not to say,Tier-3,South,Business,Postgraduate,<15k,8-30d,13-20,>1L,Monthly,Brand,Ethnic,3-4x,Trend,Daily,Cargo,Yes,>7000,1200-1500,3000-4000,>1500,5,2,1,2,5,2,1,No preference,No online,None,Newme,Service,Bundle,None
18–24,Female,Metro,North-East,Government,School,30-60k,3-6m,4-6,>1L,Weekly,Ajio,Athleisure,3-4x,Sustainability,Daily,Accessories,Yes,<500,600-900,1300-2000,>6000,5,4,3,5,2,1,3,First time,Delivery,Referral,Newme,Price,Welcome,Neutral
33–40,Female,Tier-3,South,Homemaker,School,NA,>6m,13-20,5-15k,Quarterly,Offline,Ethnic,Daily,Sustainability,None,Cargo,Yes,>7000,<300,800-1300,>6000,1,2,2,5,3,1,5,First time,Quality,Points,Zara,Trend,B2G1,Neutral
50+,Non-binary,Rural,Central,Student,Postgraduate,60k-1L,<7d,7-12,>1L,Monthly,Instagram,Athleisure,Occasional,Trend,Sale,Co-ord,Yes,2000-4000,900-1200,3000-4000,>2000,5,4,2,3,2,5,5,Always,None,None,Roadster,Service,Scratch,Low
18–24,Prefer not to say,Rural,North-East,Homemaker,Graduate,<15k,8-30d,4-6,60k-1L,Monthly,Myntra,Casual,Daily,Trend,None,Sneakers,No,2000-4000,900-1200,3000-4000,>1500,2,3,4,3,3,1,4,No preference,Delivery,Free Gift,None,Price,Free Shipping,Moderate
Under 18,Prefer not to say,Tier-2,West,Private,Diploma,>1L,3-6m,20+,15-30k,Rare,Amazon,Smart,3-4x,Trend,Daily,Accessories,No,2000-4000,600-900,3000-4000,>4000,5,2,5,4,2,3,1,Always,Returns,Birthday,Bonkers,Recommendation,Free Shipping,Low
33–40,Prefer not to say,Tier-2,North-East,Student,Graduate,NA,3-6m,1-3,5-15k,Rare,Ajio,Formal,Occasional,Sustainability,Daily,Athleisure,No,1000-2000,900-1200,500-800,>4000,1,5,2,4,1,5,2,First time,Delivery,Birthday,Zara,Fit,Welcome,Low
25–32,Male,Metro,Central,Private,Diploma,<15k,3-6m,1-3,15-30k,Weekly,Meesho,Athleisure,3-4x,Price,None,Graphic,Maybe,4000-7000,300-600,1300-2000,>2000,3,2,1,5,1,3,4,Always,No online,Birthday,None,Quality,Scratch,High
18–24,Non-binary,Tier-2,East,Unemployed,School,60k-1L,<7d,13-20,<5k,Weekly,Nykaa,Athleisure,Daily,Trend,Party,Co-ord,Yes,500-1000,600-900,500-800,>6000,5,4,3,1,4,4,5,Always,Sizing,Birthday,Uniqlo,Recommendation,Scratch,None
Under 18,Prefer not to say,Rural,South,Business,School,30-60k,1-3m,1-3,15-30k,Weekly,Ajio,Ethnic,Daily,Brand,Festive,Sneakers,Yes,1000-2000,600-900,500-800,>1500,2,4,1,1,4,4,2,No,None,Free Gift,None,None,Flat,High
41–50,Prefer not to say,Metro,Central,Student,School,NA,>6m,20+,15-30k,Rare,Amazon,Ethnic,Occasional,Sustainability,College,Sneakers,Yes,4000-7000,900-1200,1300-2000,>6000,4,1,1,1,4,1,5,No,Quality,Free Gift,None,Fit,Bundle,Low
50+,Prefer not to say,Metro,East,Business,Diploma,<15k,1-3m,4-6,<5k,Monthly,Meesho,Fusion,Daily,Sustainability,Daily,Sneakers,Yes,>7000,600-900,2000-3000,>1500,3,2,3,2,5,5,5,First time,None,None,Newme,Fit,Free Shipping,High
33–40,Male,Tier-2,North-East,Unemployed,School,<15k,>6m,4-6,5-15k,Rare,Offline,Athleisure,3-4x,Sustainability,None,Athleisure,No,500-1000,<300,800-1300,>1500,4,5,4,3,3,3,1,No preference,Sizing,None,H&M,Recommendation,Scratch,Neutral
18–24,Male,Rural,North-East,Freelancer,School,>1L,>6m,7-12,15-30k,Quarterly,Brand,Casual,Occasional,Quality,Daily,Accessories,Maybe,1000-2000,1200-1500,1300-2000,>1500,2,3,5,5,5,3,3,First time,None,Points,Bonkers,Price,B2G1,Low
18–24,Female,Metro,Central,Business,School,>1L,3-6m,4-6,30-60k,Weekly,Instagram,Smart,No,Price,Party,Cargo,Maybe,1000-2000,1200-1500,800-1300,>6000,1,1,2,4,4,2,2,No preference,Sizing,Birthday,H&M,Service,Scratch,Neutral
25–32,Non-binary,Rural,West,Unemployed,School,NA,8-30d,13-20,15-30k,Weekly,Instagram,Smart,3-4x,Price,College,Co-ord,Yes,<500,900-1200,2000-3000,>6000,1,2,5,1,3,1,1,No preference,No online,Referral,Newme,Trend,B2G1,Neutral
25–32,Female,Rural,North-East,Business,Graduate,<15k,3-6m,20+,5-15k,Weekly,Nykaa,Smart,No,Trend,Party,Athleisure,No,1000-2000,300-600,1300-2000,>6000,3,1,4,4,5,4,5,No,Delivery,Early Access,H&M,Trend,B2G1,None
41–50,Non-binary,Rural,West,Unemployed,School,NA,<7d,7-12,>1L,Quarterly,Instagram,Athleisure,Occasional,Sustainability,Festive,Graphic,Maybe,2000-4000,300-600,3000-4000,>3000,5,2,3,3,1,2,5,No,Quality,Birthday,Zara,Service,Welcome,Neutral
50+,Male,Tier-2,West,Private,School,<15k,>6m,13-20,<5k,Monthly,Nykaa,Ethnic,Occasional,Sustainability,Party,Athleisure,Maybe,>7000,900-1200,1300-2000,>6000,5,3,5,5,3,4,1,First time,Sizing,None,H&M,None,Flat,High
41–50,Prefer not to say,Tier-3,West,Unemployed,Graduate,>1L,8-30d,13-20,>1L,Monthly,Meesho,Casual,3-4x,Trend,College,Graphic,Yes,1000-2000,900-1200,2000-3000,>2000,4,3,1,1,4,4,2,First time,Sizing,Free Gift,Zara,Service,Bundle,High
Under 18,Female,Tier-3,North,Homemaker,Graduate,60k-1L,>6m,13-20,5-15k,Monthly,Offline,Smart,Daily,Price,College,Graphic,Maybe,2000-4000,600-900,500-800,>3000,1,5,2,1,1,3,5,First time,Delivery,Points,Roadster,Quality,B2G1,Moderate
Under 18,Prefer not to say,Metro,East,Freelancer,Diploma,15-30k,>6m,1-3,60k-1L,Weekly,Nykaa,Athleisure,3-4x,Trend,Daily,Sneakers,Yes,4000-7000,300-600,1300-2000,>1500,5,1,2,5,3,4,2,No,Sizing,Birthday,Local,Service,B2G1,None
41–50,Female,Rural,East,Business,Postgraduate,15-30k,3-6m,13-20,>1L,Monthly,Myntra,Formal,Daily,Trend,Festive,Athleisure,No,4000-7000,1200-1500,3000-4000,>4000,5,5,4,4,5,5,1,No,Quality,Points,Bonkers,None,Free Shipping,Moderate
50+,Male,Tier-2,North-East,Unemployed,School,<15k,8-30d,1-3,15-30k,Rare,Amazon,Fusion,Daily,Trend,Sale,Cargo,Yes,2000-4000,900-1200,1300-2000,>3000,1,2,4,3,4,4,5,Always,Returns,Referral,H&M,Quality,Flat,Neutral
41–50,Male,Rural,North-East,Unemployed,School,>1L,8-30d,4-6,15-30k,Weekly,Meesho,Fusion,3-4x,Trend,Daily,Graphic,Maybe,<500,1200-1500,500-800,>3000,1,3,3,3,5,5,4,First time,None,Referral,Zara,Service,Free Shipping,Low
50+,Male,Rural,West,Business,School,30-60k,>6m,1-3,<5k,Quarterly,Instagram,Smart,Occasional,Trend,None,Sneakers,Yes,<500,1200-1500,1300-2000,>1500,2,3,4,3,1,4,4,Always,No online,Referral,Newme,None,Welcome,High
50+,Female,Tier-2,North,Freelancer,Diploma,30-60k,8-30d,13-20,15-30k,Quarterly,Nykaa,Ethnic,3-4x,Comfort,Party,Cargo,Yes,4000-7000,300-600,3000-4000,>6000,4,4,5,4,1,2,5,No preference,No online,Referral,Uniqlo,None,Welcome,Low
33–40,Non-binary,Tier-3,West,Freelancer,School,15-30k,8-30d,20+,30-60k,Monthly,Ajio,Fusion,No,Comfort,Party,Athleisure,Yes,>7000,1200-1500,2000-3000,>6000,1,4,2,4,1,3,3,First time,Sizing,Early Access,Local,Quality,Bundle,Moderate
50+,Female,Rural,North,Unemployed,Postgraduate,60k-1L,3-6m,20+,30-60k,Weekly,Brand,Fusion,Occasional,Sustainability,College,Cargo,Yes,1000-2000,600-900,3000-4000,>3000,2,5,3,1,3,2,5,No,None,Points,Newme,Service,Welcome,Moderate
25–32,Non-binary,Rural,West,Student,Graduate,15-30k,1-3m,4-6,>1L,Rare,Amazon,Fusion,Daily,Sustainability,None,Athleisure,Yes,4000-7000,600-900,2000-3000,>6000,1,1,4,4,4,3,5,First time,No online,Birthday,Zara,Service,Bundle,High
50+,Female,Tier-3,South,Private,Diploma,<15k,<7d,13-20,5-15k,Rare,Offline,Fusion,Occasional,Comfort,College,Graphic,Yes,4000-7000,300-600,3000-4000,>3000,3,2,1,2,1,2,5,First time,None,Early Access,Bonkers,Trend,Free Shipping,Moderate
50+,Female,Tier-2,South,Freelancer,Graduate,60k-1L,1-3m,1-3,<5k,Weekly,Instagram,Smart,3-4x,Price,None,Co-ord,Maybe,2000-4000,600-900,800-1300,>4000,3,5,2,5,5,1,1,No,No online,Birthday,Roadster,Fit,B2G1,Low
50+,Male,Metro,Central,Freelancer,School,30-60k,8-30d,20+,60k-1L,Monthly,Ajio,Athleisure,Occasional,Quality,College,Co-ord,Yes,<500,900-1200,1300-2000,>4000,3,3,3,4,4,4,5,No,Returns,Free Gift,Roadster,Fit,B2G1,Moderate
Under 18,Prefer not to say,Tier-3,West,Government,School,>1L,>6m,7-12,>1L,Quarterly,Myntra,Casual,Daily,Price,Sale,Accessories,Maybe,>7000,300-600,1300-2000,>1500,1,3,2,3,5,4,5,No preference,Sizing,None,Bonkers,Quality,Flat,Low
25–32,Prefer not to say,Metro,North-East,Homemaker,School,>1L,<7d,13-20,5-15k,Quarterly,Nykaa,Casual,Daily,Sustainability,Sale,Accessories,Yes,2000-4000,1200-1500,500-800,>2000,5,3,5,4,5,1,1,First time,Quality,Early Access,Uniqlo,Price,Welcome,Neutral
25–32,Non-binary,Metro,East,Freelancer,Postgraduate,<15k,<7d,13-20,<5k,Rare,Ajio,Ethnic,Occasional,Comfort,Daily,Graphic,No,4000-7000,900-1200,800-1300,>2000,5,2,4,1,1,1,5,First time,Sizing,None,H&M,Recommendation,Flat,None
41–50,Prefer not to say,Tier-3,Central,Private,Postgraduate,15-30k,>6m,7-12,<5k,Rare,Amazon,Athleisure,No,Price,Sale,Cargo,Yes,500-1000,300-600,500-800,>6000,3,5,4,5,4,5,4,First time,None,Early Access,Zara,Trend,Flat,High
33–40,Female,Rural,North-East,Homemaker,Diploma,<15k,<7d,20+,>1L,Rare,Instagram,Formal,Daily,Quality,None,Athleisure,Maybe,1000-2000,1200-1500,1300-2000,>2000,4,2,4,5,2,2,4,First time,Delivery,None,Roadster,Service,B2G1,Moderate
50+,Female,Metro,South,Homemaker,Graduate,>1L,>6m,7-12,5-15k,Quarterly,Ajio,Casual,No,Trend,College,Co-ord,Maybe,4000-7000,1200-1500,500-800,>4000,2,3,1,3,3,4,5,No preference,Returns,None,Bonkers,Trend,Welcome,High
18–24,Male,Metro,West,Business,School,30-60k,<7d,4-6,5-15k,Rare,Myntra,Formal,Daily,Brand,None,Athleisure,No,2000-4000,1200-1500,2000-3000,>1500,3,4,5,5,2,5,1,First time,Quality,Free Gift,Roadster,Price,B2G1,Moderate
33–40,Male,Tier-2,Central,Business,School,>1L,1-3m,1-3,15-30k,Quarterly,Brand,Casual,Occasional,Comfort,Daily,Graphic,Yes,500-1000,1200-1500,800-1300,>4000,2,5,1,2,3,4,5,No preference,Quality,None,Roadster,Trend,Scratch,Neutral
33–40,Prefer not to say,Rural,West,Business,School,60k-1L,<7d,1-3,60k-1L,Quarterly,Meesho,Casual,Daily,Comfort,Daily,Cargo,No,500-1000,1200-1500,3000-4000,>3000,2,4,5,5,4,1,5,No preference,None,Early Access,None,Price,Flat,Low
25–32,Non-binary,Metro,South,Business,School,NA,3-6m,20+,30-60k,Monthly,Nykaa,Ethnic,No,Quality,Festive,Athleisure,Yes,4000-7000,300-600,2000-3000,>6000,3,5,5,3,1,5,2,No,Quality,None,H&M,Recommendation,Welcome,High
33–40,Prefer not to say,Tier-2,Central,Government,Postgraduate,>1L,>6m,7-12,15-30k,Monthly,Amazon,Fusion,No,Trend,Sale,Cargo,Yes,>7000,600-900,3000-4000,>6000,5,3,5,5,4,5,3,First time,None,Points,Roadster,Price,Scratch,Neutral
50+,Prefer not to say,Rural,South,Freelancer,Graduate,>1L,<7d,13-20,<5k,Monthly,Instagram,Ethnic,Occasional,Trend,Party,Co-ord,Maybe,<500,1200-1500,500-800,>2000,4,4,4,4,2,5,1,No,Quality,None,Zara,Price,Scratch,Neutral
50+,Prefer not to say,Tier-3,North,Business,Graduate,NA,>6m,13-20,60k-1L,Rare,Meesho,Casual,No,Brand,Party,Athleisure,No,500-1000,900-1200,1300-2000,>3000,3,4,4,1,5,2,3,No preference,Quality,Referral,Bonkers,None,Scratch,None
